age,avgmonthlygbdownload,avgmonthlylongdistancecharges,cltv,churncategory,churnreason,churnscore,churn,city,contract,dependents,deviceprotection,internetservice,latitude,longitude,monthlycharges,multiplelines,numberofreferrals,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,population,referredafriend,satisfactionscore,seniorcitizen,streamingmusic,streamingmovies,streamingtv,techsupport,totalextradatacharges,totallongdistancecharges,totalrefunds,totalrevenue,totalcharges,unlimiteddata,zipcode,customerid,gender,tenure
56,0,23.25,5956,No Churn,No Churn,49,No,Los Angeles,One year,No,No internet service,No,33.987945,-118.370442,20.65,No,0,No internet service,No internet service,Yes,No,Mailed check,Yes,8115,0,4,0,0,No internet service,No internet service,No internet service,0,976.5,0.0,1934.6,958.1,0,90056,6223-DHJGV,Female,42
50,4,3.81,4237,No Churn,No Churn,56,No,Essex,One year,No,Yes,Fiber optic,34.9436,-115.287901,99.5,Yes,10,No,No,No,Yes,Bank transfer (automatic),Yes,115,1,4,0,1,Yes,Yes,No,0,262.89,0.0,7104.34,6841.45,1,92332,6227-FBDXH,Male,69
40,28,4.67,5671,Competitor,Competitor had better devices,73,Yes,Victorville,Month-to-month,Yes,No,Fiber optic,34.486835,-117.362274,69.0,No,0,No,No,No,No,Bank transfer (automatic),Yes,63235,0,1,0,0,No,No,No,0,70.05,0.0,1064.85,994.8,1,92392,6227-HWPWX,Female,15
69,11,48.32,2893,No Churn,No Churn,44,No,Encino,Month-to-month,No,No,Fiber optic,34.152875,-118.486056,79.7,No,0,No,No,Yes,No,Electronic check,Yes,13129,0,5,1,0,No,Yes,No,0,289.92,0.0,787.52,497.6,1,91436,6229-LSCKB,Male,6
24,41,0.0,5845,No Churn,No Churn,55,No,White Water,One year,Yes,No,DSL,33.972293,-116.654195,52.0,No phone service,8,Yes,Yes,Yes,Yes,Mailed check,No,805,1,3,0,0,No,Yes,Yes,0,0.0,0.0,2884.9,2884.9,1,92282,6229-UOLQL,Male,56
71,8,42.5,2650,Dissatisfaction,Network reliability,93,Yes,Paramount,Month-to-month,No,Yes,Fiber optic,33.897122,-118.164432,85.0,No,0,No,No,Yes,No,Electronic check,Yes,55306,0,2,1,0,Yes,No,No,0,42.5,0.0,127.5,85.0,1,90723,6230-BSUXY,Female,1
39,0,3.63,5053,No Churn,No Churn,34,No,Benicia,Month-to-month,Yes,No internet service,No,38.113533,-122.11926,20.5,No,4,No internet service,No internet service,Yes,Yes,Mailed check,Yes,25578,1,4,0,0,No internet service,No internet service,No internet service,0,14.52,0.0,92.12,77.6,0,94510,6231-WFGFH,Male,4
42,8,13.82,5470,No Churn,No Churn,32,No,Alpine,Month-to-month,No,Yes,Fiber optic,32.827184,-116.703729,89.3,Yes,0,No,No,Yes,No,Credit card (automatic),Yes,16486,0,3,0,1,Yes,No,No,0,621.9,0.0,4814.05,4192.15,1,91901,6233-HXJMX,Female,45
42,29,35.62,3207,No Churn,No Churn,56,No,Sacramento,Month-to-month,No,No,Fiber optic,38.486502,-121.334051,95.9,Yes,6,No,Yes,No,Yes,Credit card (automatic),Yes,11396,1,3,0,0,No,Yes,Yes,0,783.64,0.0,3018.59,2234.95,1,95829,6234-PFPXL,Male,22
60,26,23.66,5915,No Churn,No Churn,79,No,Los Angeles,Two year,Yes,No,Fiber optic,34.088017,-118.327168,99.9,Yes,7,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,32562,1,4,0,0,No,Yes,Yes,0,1703.52,0.0,8955.22,7251.7,1,90038,6234-RAAPL,Female,72
77,26,0.0,4099,Dissatisfaction,Limited range of services,89,Yes,Riverside,Month-to-month,No,No,DSL,34.004379,-117.447864,28.45,No phone service,0,Yes,No,No,No,Electronic check,No,63999,0,2,1,0,No,No,No,0,0.0,0.0,131.05,131.05,1,92509,6235-VDHOM,Female,5
27,85,0.0,2649,Competitor,Competitor offered more data,76,Yes,Plymouth,Month-to-month,Yes,No,DSL,38.489273,-120.891614,35.0,No phone service,0,No,No,Yes,No,Electronic check,No,2220,0,2,0,1,Yes,No,No,70,0.0,0.0,623.0,553.0,0,95669,6240-EURKS,Female,18
43,20,36.55,4454,No Churn,No Churn,69,No,Stratford,Two year,No,Yes,Fiber optic,36.175255,-119.813805,96.6,Yes,5,Yes,Yes,No,Yes,Mailed check,Yes,1729,1,3,0,0,No,No,Yes,0,2412.3,0.0,8836.55,6424.25,1,93266,6242-FEGFD,Male,66
67,12,41.88,4025,No Churn,No Churn,66,No,Hathaway Pines,Month-to-month,No,No,Fiber optic,38.184914,-120.364085,95.1,No,1,No,Yes,Yes,Yes,Electronic check,Yes,335,1,3,1,1,Yes,Yes,No,0,963.24,0.0,3289.29,2326.05,1,95233,6242-MBHPK,Female,23
19,59,15.76,4262,No Churn,No Churn,27,No,Oakland,One year,Yes,No,Fiber optic,37.739113,-122.175602,94.95,Yes,6,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,31392,1,4,0,1,No,Yes,No,0,977.12,0.0,6768.97,5791.85,1,94603,6242-SGYTS,Male,62
47,14,0.0,3248,No Churn,No Churn,65,No,Vista,Month-to-month,No,No,DSL,33.22784,-117.200024,44.95,No phone service,0,No,No,Yes,No,Electronic check,No,44692,0,3,0,1,Yes,Yes,No,40,0.0,25.84,1011.01,996.85,0,92084,6243-OZGFH,Female,23
61,30,12.02,6166,No Churn,No Churn,34,No,Geyserville,Two year,Yes,No,Fiber optic,38.731771,-123.064272,95.2,No,6,No,No,Yes,Yes,Credit card (automatic),Yes,2349,1,4,0,1,Yes,Yes,Yes,0,829.38,0.0,7501.08,6671.7,1,95441,6244-BESBM,Male,69
42,0,31.49,5897,No Churn,No Churn,77,No,Soledad,One year,Yes,No internet service,No,36.414216,-121.360597,20.4,No,7,No internet service,No internet service,No,Yes,Mailed check,Yes,13003,1,3,0,0,No internet service,No internet service,No internet service,0,1920.89,0.0,3147.34,1226.45,0,93960,6248-BSHKG,Male,61
37,17,43.81,5880,No Churn,No Churn,68,No,Upper Lake,Two year,Yes,No,DSL,39.220368,-122.907693,80.6,Yes,5,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,2344,1,3,0,1,Yes,Yes,Yes,0,3066.7,0.0,8526.9,5460.2,1,95485,6248-TKCQV,Female,70
41,18,30.66,4154,No Churn,No Churn,31,No,Esparto,One year,No,Yes,Fiber optic,38.834469,-122.127193,84.4,No,0,No,Yes,No,No,Electronic check,Yes,2756,0,3,0,0,No,No,Yes,0,1655.64,0.0,6139.69,4484.05,1,95627,6250-CGGUN,Male,54
64,11,30.36,2873,No Churn,No Churn,60,No,O Neals,One year,No,Yes,DSL,37.140104,-119.657092,68.1,Yes,1,No,Yes,No,Yes,Credit card (automatic),Yes,173,1,4,0,0,No,No,Yes,0,1123.32,0.0,3602.57,2479.25,1,93645,6252-DFGTK,Female,37
63,52,45.81,6090,No Churn,No Churn,57,No,Pacific Palisades,Two year,Yes,Yes,DSL,34.079449,-118.548306,71.1,Yes,9,Yes,Yes,No,Yes,Mailed check,Yes,22548,1,4,0,0,No,No,Yes,0,3252.51,0.0,8477.46,5224.95,1,90272,6253-GNHWH,Female,71
59,21,13.32,4741,No Churn,No Churn,73,No,Marshall,One year,Yes,No,DSL,38.129308,-122.834815,64.75,No,1,No,No,Yes,Yes,Electronic check,Yes,406,1,3,0,1,Yes,Yes,No,0,173.16,0.0,1050.51,877.35,1,94940,6253-WRFHY,Male,13
27,85,3.86,5973,No Churn,No Churn,65,No,Fallbrook,Two year,No,No,Fiber optic,33.362575,-117.299644,104.15,Yes,1,Yes,No,Yes,Yes,Credit card (automatic),Yes,42239,1,4,0,1,Yes,Yes,Yes,0,274.06,0.0,7639.36,7365.3,1,92028,6257-DTAYD,Male,71
58,21,1.88,4521,No Churn,No Churn,47,No,San Diego,Month-to-month,No,No,DSL,32.76501,-117.19938,50.8,No,0,No,No,Yes,No,Mailed check,Yes,24169,0,5,0,0,No,No,Yes,0,7.52,0.0,209.82,202.3,1,92110,6257-RJOHI,Male,4
54,0,1.41,5508,No Churn,No Churn,33,No,Compton,Month-to-month,No,No internet service,No,33.88151,-118.234451,23.5,Yes,0,No internet service,No internet service,No,No,Mailed check,Yes,47305,0,4,0,0,No internet service,No internet service,No internet service,0,9.87,0.0,182.87,173.0,0,90220,6258-NGCNG,Male,7
38,21,11.83,4265,No Churn,No Churn,69,No,Clio,Two year,No,Yes,DSL,39.745805,-120.580882,90.8,Yes,1,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,88,1,4,0,1,Yes,Yes,Yes,0,804.44,0.0,7107.29,6302.85,1,96106,6258-PVZWJ,Male,68
77,5,1.12,2143,No Churn,No Churn,50,No,Pacifica,Month-to-month,No,Yes,Fiber optic,37.573633,-122.455167,81.1,Yes,0,No,No,Yes,No,Credit card (automatic),Yes,38885,0,4,1,0,No,No,No,0,35.84,19.25,2635.84,2619.25,1,94044,6259-WJQLC,Male,32
55,29,42.19,2438,No Churn,No Churn,36,No,Middletown,Month-to-month,No,No,DSL,38.787446,-122.58675,62.8,No,0,No,No,Yes,No,Mailed check,Yes,7789,0,5,0,1,Yes,Yes,No,0,42.19,0.0,104.99,62.8,1,95461,6260-ONULR,Male,1
49,0,23.04,5018,No Churn,No Churn,43,No,Casmalia,One year,No,No internet service,No,34.866032,-120.536546,19.7,No,0,No internet service,No internet service,No,No,Mailed check,Yes,210,0,3,0,0,No internet service,No internet service,No internet service,0,92.16,0.0,209.96,117.8,0,93429,6260-XLACS,Male,4
27,42,39.84,4020,No Churn,No Churn,23,No,Upland,Month-to-month,No,Yes,DSL,34.105493,-117.660934,54.75,No,0,Yes,No,Yes,No,Credit card (automatic),Yes,48827,0,4,0,0,No,No,No,0,1035.84,0.0,2442.74,1406.9,1,91786,6261-LHRTG,Female,26
22,53,5.75,2774,Price,Price too high,71,Yes,Rodeo,One year,No,Yes,DSL,38.027218,-122.23463,73.9,No,0,Yes,Yes,No,No,Credit card (automatic),Yes,8506,0,2,0,1,Yes,No,Yes,0,241.5,0.0,3402.05,3160.55,1,94572,6261-RCVNS,Female,42
56,0,25.58,5363,No Churn,No Churn,29,No,Scotia,Two year,No,No internet service,No,40.440636,-124.098739,20.4,No,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,1125,0,3,0,0,No internet service,No internet service,No internet service,0,792.98,0.0,1402.08,609.1,0,95565,6265-FRMTQ,Male,31
35,27,42.45,5561,No Churn,No Churn,74,No,Shingletown,One year,Yes,Yes,Fiber optic,40.497441,-121.827524,95.75,Yes,9,Yes,No,No,Yes,Credit card (automatic),Yes,4231,1,4,0,0,No,Yes,No,0,2929.05,0.0,9440.3,6511.25,1,96088,6265-SXWBU,Male,69
47,7,38.33,6421,No Churn,No Churn,77,No,Lomita,One year,No,No,Fiber optic,33.794209,-118.317354,89.85,Yes,0,Yes,Yes,Yes,No,Electronic check,Yes,21065,0,3,0,0,No,No,Yes,0,2491.45,0.0,8336.1,5844.65,1,90717,6266-QHOJZ,Female,65
68,27,47.75,3792,No Churn,No Churn,39,No,Madeline,Month-to-month,No,No,Fiber optic,41.042003,-120.506086,90.05,Yes,8,Yes,No,Yes,Yes,Electronic check,Yes,85,1,5,1,0,No,Yes,No,0,1432.5,0.0,4059.7,2627.2,1,96119,6267-DCFFZ,Female,30
33,29,47.4,4990,Attitude,Attitude of support person,91,Yes,Valley Springs,One year,No,No,Fiber optic,38.156971,-120.849231,94.4,No,9,Yes,No,Yes,Yes,Electronic check,Yes,11266,1,2,0,1,Yes,Yes,No,0,2844.0,0.0,8454.25,5610.25,1,95252,6270-OMFIW,Male,60
62,27,24.05,2969,Attitude,Attitude of service provider,95,Yes,Orosi,Month-to-month,No,Yes,Fiber optic,36.600185,-119.175655,86.2,No,0,No,No,Yes,No,Mailed check,Yes,9780,0,3,0,1,Yes,No,No,0,48.1,0.0,226.8,178.7,1,93647,6275-YDUVO,Female,2
57,0,2.6,5546,No Churn,No Churn,68,No,San Bernardino,Month-to-month,No,No internet service,No,34.106922,-117.297553,20.25,No,0,No internet service,No internet service,No,No,Mailed check,Yes,44556,0,4,0,0,No internet service,No internet service,No internet service,0,23.4,0.0,209.55,186.15,0,92410,6278-FEPBZ,Female,9
58,3,0.0,3910,No Churn,No Churn,68,No,Berry Creek,One year,No,Yes,DSL,39.657228,-121.37778,49.05,No phone service,0,No,No,Yes,No,Electronic check,No,1279,0,5,0,1,Yes,Yes,No,0,0.0,0.0,2265.0,2265.0,1,95916,6281-FKEWS,Female,44
20,52,4.76,4633,No Churn,No Churn,26,No,Beaumont,Two year,Yes,Yes,DSL,33.946982,-116.977672,76.9,No,0,Yes,Yes,Yes,No,Credit card (automatic),Yes,17721,0,3,0,0,No,Yes,Yes,0,337.96,0.0,5860.66,5522.7,1,92223,6283-GITPX,Male,71
71,27,46.11,5014,Other,Don't know,71,Yes,Avenal,Month-to-month,No,No,Fiber optic,35.916943,-120.129921,90.5,Yes,0,No,No,Yes,No,Bank transfer (automatic),Yes,14697,0,1,1,0,No,Yes,Yes,0,1014.42,0.0,2925.02,1910.6,1,93204,6284-AHOOQ,Male,22
33,11,37.5,4615,No Churn,No Churn,25,No,Twentynine Palms,One year,No,No,Fiber optic,34.457829,-116.139589,98.0,Yes,10,No,Yes,Yes,Yes,Electronic check,Yes,14104,1,3,0,1,Yes,Yes,No,0,2100.0,0.0,7370.6,5270.6,1,92278,6284-KMNUF,Female,56
53,0,36.82,6425,No Churn,No Churn,40,No,Hawthorne,Two year,Yes,No internet service,No,33.914775,-118.348083,25.55,Yes,4,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,93315,1,4,0,0,No internet service,No internet service,No internet service,0,2651.04,0.0,4518.74,1867.7,0,90250,6285-FTQBF,Male,72
44,0,27.08,5916,No Churn,No Churn,21,No,Arnold,Month-to-month,No,No internet service,No,38.32153,-120.236358,19.95,No,0,No internet service,No internet service,No,No,Mailed check,Yes,5159,0,4,0,0,No internet service,No internet service,No internet service,0,27.08,0.0,47.03,19.95,0,95223,6286-SUUWT,Male,1
47,0,36.85,3235,No Churn,No Churn,35,No,Firebaugh,Month-to-month,Yes,No internet service,No,36.785618,-120.625382,25.55,Yes,6,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,9491,1,4,0,0,No internet service,No internet service,No internet service,0,737.0,0.0,1244.4,507.4,0,93622,6286-ZHAOK,Female,20
21,76,28.17,5077,No Churn,No Churn,57,No,San Bernardino,Two year,Yes,Yes,DSL,34.142747,-117.300864,69.95,No,3,No,Yes,No,Yes,Bank transfer (automatic),Yes,24644,1,4,0,1,Yes,No,Yes,0,1521.18,0.0,5393.03,3871.85,1,92405,6288-CHQJB,Female,54
22,46,15.18,3619,No Churn,No Churn,75,No,Yountville,Month-to-month,No,No,Fiber optic,38.421458,-122.365048,79.1,No,0,Yes,No,Yes,No,Mailed check,Yes,2873,0,5,0,0,No,No,Yes,0,349.14,0.0,2132.89,1783.75,1,94599,6288-LBEAR,Female,23
33,4,33.32,5374,Competitor,Competitor had better devices,73,Yes,Temecula,One year,Yes,Yes,DSL,33.540604,-117.10909,73.9,No,3,No,No,Yes,Yes,Mailed check,Yes,25655,1,1,0,1,Yes,Yes,Yes,0,1099.56,0.0,3504.61,2405.05,1,92591,6289-CPNLD,Male,33
64,0,47.16,4297,No Churn,No Churn,68,No,Mt Baldy,Two year,No,No internet service,No,34.231318,-117.662032,24.9,Yes,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,47,0,4,0,0,No internet service,No internet service,No internet service,0,2358.0,0.0,3553.25,1195.25,0,91759,6292-TOSSS,Male,50
20,73,6.89,6181,No Churn,No Churn,25,No,Samoa,Two year,No,Yes,Fiber optic,40.809636,-124.189977,109.65,Yes,2,Yes,Yes,Yes,Yes,Electronic check,Yes,395,1,4,0,1,Yes,Yes,No,10,496.08,0.0,8386.33,7880.25,0,95564,6295-OSINB,Male,72
19,69,24.35,4033,No Churn,No Churn,73,No,Laguna Beach,One year,No,No,DSL,33.570023,-117.773669,58.2,No,0,Yes,No,No,No,Electronic check,Yes,25206,0,4,0,0,No,Yes,No,0,462.65,0.0,1507.9,1045.25,1,92651,6296-DDOOR,Female,19
41,23,28.54,5979,No Churn,No Churn,64,No,Temecula,Two year,No,Yes,Fiber optic,33.507255,-117.029473,110.5,Yes,4,Yes,No,Yes,Yes,Electronic check,Yes,46171,1,4,0,1,Yes,Yes,Yes,0,1997.8,0.0,9749.85,7752.05,1,92592,6297-NOOPG,Female,70
48,17,19.19,4718,Dissatisfaction,Product dissatisfaction,68,Yes,Banning,Month-to-month,No,No,Fiber optic,33.936298,-116.849577,79.35,Yes,0,Yes,No,Yes,No,Electronic check,Yes,25859,0,1,0,0,No,No,No,0,422.18,0.0,2152.53,1730.35,1,92220,6298-QDFNH,Male,22
45,26,20.78,4814,No Churn,No Churn,44,No,Valencia,Month-to-month,No,Yes,Fiber optic,34.43987,-118.644609,93.35,Yes,1,No,No,No,Yes,Electronic check,Yes,24977,1,3,0,0,No,Yes,Yes,0,1226.02,36.07,6576.45,5386.5,1,91355,6300-BWMJX,Female,59
37,3,6.71,2872,Dissatisfaction,Product dissatisfaction,67,Yes,Chico,One year,Yes,No,DSL,39.681488,-121.83721,79.45,Yes,0,Yes,No,Yes,No,Mailed check,Yes,32848,0,1,0,1,Yes,Yes,Yes,0,208.01,0.0,2795.71,2587.7,1,95928,6302-JGYRJ,Male,31
28,69,39.35,5481,No Churn,No Churn,55,No,Los Angeles,One year,No,No,DSL,34.052917,-118.255178,55.25,Yes,0,Yes,No,Yes,No,Electronic check,Yes,21,0,4,0,0,No,No,No,0,1141.15,0.0,2761.35,1620.2,1,90071,6303-KFWSL,Female,29
63,16,46.57,5585,Other,Moved,73,Yes,Calipatria,Month-to-month,No,No,DSL,33.143826,-115.497485,49.9,No,0,Yes,No,Yes,No,Mailed check,Yes,7857,0,3,0,0,No,No,No,0,139.71,0.0,269.81,130.1,1,92233,6304-IJFSQ,Male,3
50,24,2.52,4254,Attitude,Attitude of service provider,91,Yes,Hood,One year,No,Yes,Fiber optic,38.375325,-121.507935,104.05,No,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,213,0,3,0,1,Yes,Yes,Yes,0,173.88,0.0,7435.88,7262.0,1,95639,6305-YLBMM,Male,69
32,22,29.78,5044,No Churn,No Churn,42,No,Zenia,Two year,No,Yes,Fiber optic,40.170357,-123.417298,109.25,Yes,7,Yes,No,No,Yes,Electronic check,Yes,259,1,3,0,1,Yes,Yes,Yes,0,2114.38,0.0,9822.08,7707.7,1,95595,6308-CQRBU,Female,71
37,7,44.33,3249,Price,Extra data charges,90,Yes,Los Angeles,Month-to-month,No,No,Fiber optic,34.046174,-118.446333,78.9,No,0,No,No,Yes,No,Electronic check,Yes,41175,0,2,0,0,No,Yes,No,0,1285.57,0.0,3669.72,2384.15,1,90025,6311-UEUME,Female,29
73,25,0.0,6280,Price,Price too high,65,Yes,Point Arena,Month-to-month,No,Yes,DSL,38.911299,-123.609588,54.45,No phone service,0,Yes,No,Yes,No,Electronic check,No,1352,0,2,1,0,Yes,Yes,No,0,0.0,20.16,2834.39,2854.55,1,95468,6313-GIDIT,Male,53
54,27,0.0,4534,Competitor,Competitor had better devices,95,Yes,Glendale,Month-to-month,No,No,DSL,34.167926,-118.267539,29.95,No phone service,0,Yes,No,No,No,Bank transfer (automatic),No,21990,0,1,0,0,No,No,No,0,0.0,0.0,29.95,29.95,1,91202,6317-YPKDH,Female,1
63,10,49.69,2058,Other,Moved,85,Yes,Camarillo,Month-to-month,Yes,No,Fiber optic,34.205504,-118.993111,90.2,No,1,No,No,Yes,Yes,Electronic check,Yes,24945,1,1,0,1,Yes,Yes,No,0,993.8,0.0,2770.35,1776.55,1,93012,6319-IEJWJ,Male,20
57,0,44.88,3838,No Churn,No Churn,67,No,Oceanside,Month-to-month,Yes,No internet service,No,33.194742,-117.29032,19.7,No,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,52895,0,4,0,0,No internet service,No internet service,No internet service,0,493.68,0.0,709.88,216.2,0,92056,6319-QSUSR,Female,11
42,30,5.29,4986,No Churn,No Churn,79,No,Los Angeles,Month-to-month,Yes,No,DSL,34.078991,-118.263804,59.6,No,3,Yes,Yes,No,Yes,Credit card (automatic),Yes,73686,1,3,0,0,No,No,Yes,0,259.21,0.0,3229.51,2970.3,1,90026,6322-HRPFA,Male,49
58,9,36.3,4252,No Churn,No Churn,29,No,Markleeville,Two year,No,No,Fiber optic,38.735789,-119.85798,94.8,No,8,Yes,No,Yes,Yes,Electronic check,Yes,957,1,4,0,1,Yes,Yes,No,70,1778.7,0.0,6539.35,4690.65,0,96120,6322-PJJDJ,Male,49
51,0,26.63,5084,Price,Price too high,83,Yes,Ontario,Two year,No,No internet service,No,34.057256,-117.667677,19.35,No,0,No internet service,No internet service,No,No,Mailed check,Yes,54254,0,3,0,0,No internet service,No internet service,No internet service,0,1571.17,14.22,2656.55,1099.6,0,91762,6323-AYBRX,Male,59
56,6,3.27,3849,Attitude,Attitude of service provider,90,Yes,Yuba City,Month-to-month,No,No,Fiber optic,39.075694,-121.70606,100.85,Yes,0,Yes,No,No,No,Electronic check,Yes,27786,0,2,0,1,Yes,Yes,No,0,26.16,0.0,845.71,819.55,1,95993,6326-MTTXK,Male,8
67,22,3.62,4074,Price,Extra data charges,71,Yes,Riverbank,Month-to-month,No,No,Fiber optic,37.734971,-120.954271,95.15,Yes,0,No,No,Yes,No,Bank transfer (automatic),Yes,16525,0,2,1,1,Yes,Yes,No,0,39.82,0.0,1037.47,997.65,1,95367,6328-ZPBGN,Female,11
42,27,11.5,5119,Dissatisfaction,Product dissatisfaction,75,Yes,Somis,Month-to-month,No,No,Fiber optic,34.297628,-119.014627,80.5,Yes,3,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,2966,1,1,0,0,No,No,No,0,126.5,0.0,1023.4,896.9,1,93066,6330-JKLPC,Male,11
49,25,1.36,2414,Other,Moved,92,Yes,El Monte,Month-to-month,No,No,Fiber optic,34.079934,-118.046695,85.25,Yes,0,No,No,Yes,No,Electronic check,Yes,30211,0,2,0,0,No,Yes,No,0,27.2,0.0,1761.7,1734.5,1,91731,6331-EWIEB,Male,20
49,11,33.75,2457,Dissatisfaction,Limited range of services,91,Yes,Rialto,Month-to-month,No,No,DSL,34.156758,-117.404686,72.15,Yes,0,No,No,Yes,No,Credit card (automatic),Yes,18518,0,2,0,1,Yes,Yes,No,80,337.5,0.0,1211.75,794.25,0,92377,6331-LWDTQ,Male,10
39,24,36.21,5589,No Churn,No Churn,40,No,Sacramento,One year,Yes,Yes,DSL,38.585826,-121.376263,69.35,Yes,6,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,23362,1,3,0,0,No,No,Yes,0,2426.07,9.99,7069.33,4653.25,1,95864,6332-FBZRI,Male,67
61,10,33.11,6351,No Churn,No Churn,78,No,Oakland,One year,No,Yes,Fiber optic,37.80707,-122.297401,110.0,Yes,0,No,Yes,Yes,No,Credit card (automatic),Yes,21054,0,4,0,1,Yes,Yes,Yes,0,2152.15,0.0,9290.8,7138.65,1,94607,6333-YDVLT,Male,65
19,26,0.0,4710,Competitor,Competitor made better offer,75,Yes,Escondido,Month-to-month,No,Yes,DSL,33.141265,-116.967221,40.15,No phone service,0,No,No,Yes,No,Mailed check,No,48690,0,3,0,0,No,Yes,No,0,0.0,0.0,130.75,130.75,1,92027,6338-AVWCY,Male,3
27,27,0.0,4959,No Churn,No Churn,49,No,Corona,Month-to-month,No,No,DSL,33.893823,-117.531446,31.65,No phone service,0,Yes,No,Yes,No,Electronic check,No,44875,0,3,0,0,No,No,No,0,0.0,0.0,389.95,389.95,1,92879,6339-DKLMK,Female,13
45,10,3.59,4063,No Churn,No Churn,47,No,Colton,Two year,No,Yes,DSL,34.030915,-117.273201,78.9,No,0,Yes,No,No,No,Credit card (automatic),Yes,52202,0,4,0,1,Yes,Yes,Yes,0,172.32,0.0,3943.82,3771.5,1,92324,6339-RZCBJ,Male,48
53,15,6.75,4069,No Churn,No Churn,30,No,Fillmore,Two year,No,Yes,Fiber optic,34.408161,-118.865111,86.4,Yes,0,No,No,Yes,No,Credit card (automatic),Yes,16013,0,5,0,0,No,No,Yes,0,479.25,0.0,6651.25,6172.0,1,93015,6339-TBELP,Male,71
54,22,1.85,4895,No Churn,No Churn,52,No,Tehama,Month-to-month,No,Yes,Fiber optic,40.021787,-122.127576,73.8,No,0,No,No,Yes,No,Electronic check,Yes,405,0,3,0,0,No,No,No,50,16.65,0.0,770.95,704.3,0,96090,6339-YPSAH,Male,9
37,0,10.13,4878,No Churn,No Churn,34,No,Madeline,Two year,Yes,No internet service,No,41.042003,-120.506086,20.55,No,10,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,85,1,4,0,0,No internet service,No internet service,No internet service,0,506.5,0.0,1576.75,1070.25,0,96119,6340-DACFT,Female,50
37,5,44.95,5905,No Churn,No Churn,23,No,Ontario,One year,No,Yes,Fiber optic,34.057256,-117.667677,104.3,No,5,No,Yes,Yes,Yes,Electronic check,Yes,54254,1,4,0,1,Yes,Yes,Yes,0,2786.9,0.0,9400.55,6613.65,1,91762,6341-AEVKX,Female,62
26,41,39.34,5643,No Churn,No Churn,54,No,Van Nuys,One year,Yes,Yes,DSL,34.195685,-118.490752,81.15,No,2,No,Yes,Yes,Yes,Mailed check,Yes,50047,1,4,0,1,Yes,Yes,Yes,0,1219.54,0.0,3765.29,2545.75,1,91406,6341-JVQGF,Female,31
41,21,0.0,5942,No Churn,No Churn,20,No,Shasta Lake,Month-to-month,No,No,DSL,40.692523,-122.369876,24.9,No phone service,0,No,No,No,No,Credit card (automatic),No,6277,0,5,0,0,No,No,No,0,0.0,0.0,505.95,505.95,1,96019,6344-SFJVH,Female,20
40,0,30.86,5570,No Churn,No Churn,54,No,La Canada Flintridge,Two year,No,No internet service,No,34.234912,-118.153729,19.9,No,3,No internet service,No internet service,No,Yes,Mailed check,Yes,20200,1,5,0,0,No internet service,No internet service,No internet service,0,2129.34,0.0,3492.79,1363.45,0,91011,6345-FZOQH,Male,69
59,28,0.0,3800,No Churn,No Churn,29,No,Los Osos,Month-to-month,No,No,DSL,35.279984,-120.824288,25.05,No phone service,0,No,No,Yes,No,Bank transfer (automatic),No,14859,0,4,0,0,No,No,No,0,0.0,0.0,852.7,852.7,1,93402,6345-HOVES,Male,34
68,14,24.62,2674,Competitor,Competitor made better offer,91,Yes,Laguna Beach,One year,No,No,Fiber optic,33.570023,-117.773669,88.4,Yes,1,Yes,No,No,Yes,Mailed check,Yes,25206,1,3,1,1,Yes,No,No,0,1083.28,0.0,4996.18,3912.9,1,92651,6345-ULYRW,Male,44
28,85,29.24,4231,Attitude,Attitude of support person,90,Yes,Los Angeles,Month-to-month,No,No,Fiber optic,33.988543,-118.334081,74.15,Yes,0,No,No,Yes,No,Mailed check,Yes,44764,0,1,0,1,No,No,No,0,292.4,0.0,1104.2,811.8,1,90043,6347-DCUIK,Male,10
30,47,0.0,4556,No Churn,No Churn,32,No,Granada Hills,Two year,Yes,Yes,DSL,34.291273,-118.505104,55.45,No phone service,5,Yes,Yes,Yes,Yes,Credit card (automatic),No,48867,1,3,0,1,Yes,No,Yes,0,0.0,0.0,4179.2,4179.2,1,91344,6348-SNFUS,Male,72
62,0,18.81,6338,No Churn,No Churn,36,No,Fowler,Two year,No,No internet service,No,36.625792,-119.672483,19.85,No,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,5635,0,3,0,0,No internet service,No internet service,No internet service,0,996.93,0.0,2046.53,1049.6,0,93625,6349-JDHQP,Female,53
